house_number,plant_name,planting_date,date,time,indoor_temperature,indoor_humidity,outdoor_temperature,outdoor_humidity,wind_direction,wind_speed,inner_left_window_top_opening,inner_left_window_bottom_opening,inner_right_window_top_opening,inner_right_window_bottom_opening,outer_left_window_top_opening,outer_left_window_bottom_opening,outer_right_window_top_opening,outer_right_window_bottom_opening,kma_solar_irradiance,kma_solar_time,kma_rain_per_hour,kma_snow_per_hour
1,무,2025.3.1,2025.3.1,0:00:08,4.8,77.4,6.4,68,5,1.5,,,,,,,,,,,0,0
1,무,2025.3.1,2025.3.1,0:05:06,4.7,77.4,6.48,67.74,5,1.46,,,,,,,,,,,0,0
1,무,2025.3.1,2025.3.1,0:10:05,4.6,77.4,6.54,67.56,5,1.42,,,,,,,,,,,0,0
1,무,2025.3.1,2025.3.1,0:15:03,4.6,77.4,6.57,67.45,4,1.37,,,,,,,,,,,0,0
1,무,2025.3.1,2025.3.1,0:20:02,4.5,77.3,6.59,67.42,4,1.33,,,,,,,,,,,0,0
1,무,2025.3.1,2025.3.1,0:25:00,4.4,77.6,6.59,67.45,4,1.28,,,,,,,,,,,0,0
1,무,2025.3.1,2025.3.1,0:30:09,4.4,77.5,6.57,67.53,4,1.23,,,,,,,,,,,0,0
1,무,2025.3.1,2025.3.1,0:35:07,4.2,76.8,6.54,67.68,3,1.17,,,,,,,,,,,0,0
1,무,2025.3.1,2025.3.1,0:40:05,4.1,77,6.49,67.87,3,1.12,,,,,,,,,,,0,0
1,무,2025.3.1,2025.3.1,0:45:04,4,77.4,6.44,68.1,3,1.07,,,,,,,,,,,0,0
1,무,2025.3.1,2025.3.1,0:50:02,4,77.5,6.37,68.37,2,1.01,,,,,,,,,,,0,0
1,무,2025.3.1,2025.3.1,0:55:00,3.9,77.5,6.29,68.67,2,0.96,,,,,,,,,,,0,0
1,무,2025.3.1,2025.3.1,1:00:09,3.8,77.1,6.2,69,2,0.9,,,,,,,,,,,0,0
1,무,2025.3.1,2025.3.1,1:05:08,3.8,76.9,6.11,69.35,2,0.83,,,,,,,,,,,0,0
1,무,2025.3.1,2025.3.1,1:10:06,3.6,76.9,6.01,69.71,2,0.75,,,,,,,,,,,0,0
1,무,2025.3.1,2025.3.1,1:15:04,3.4,76.9,5.9,70.09,2,0.65,,,,,,,,,,,0,0
1,무,2025.3.1,2025.3.1,1:20:03,3.3,77.2,5.79,70.47,1,0.55,,,,,,,,,,,0,0
1,무,2025.3.1,2025.3.1,1:25:01,3.2,77.4,5.69,70.84,1,0.44,,,,,,,,,,,0,0
1,무,2025.3.1,2025.3.1,1:30:10,3.2,77,5.58,71.22,1,0.33,,,,,,,,,,,0,0
1,무,2025.3.1,2025.3.1,1:35:08,3.2,77.4,5.47,71.58,1,0.23,,,,,,,,,,,0,0
1,무,2025.3.1,2025.3.1,1:40:06,3,77.1,5.36,71.92,1,0.14,,,,,,,,,,,0,0
1,무,2025.3.1,2025.3.1,1:45:05,3.1,76.9,5.26,72.24,0,0.07,,,,,,,,,,,0,0
1,무,2025.3.1,2025.3.1,1:50:03,2.9,77.1,5.17,72.53,0,0.02,,,,,,,,,,,0,0
1,무,2025.3.1,2025.3.1,1:55:01,2.9,77.1,5.08,72.78,0,-0.01,,,,,,,,,,,0,0
1,무,2025.3.1,2025.3.1,2:00:00,2.9,76.9,5,73,0,0,,,,,,,,,,,0,0
1,무,2025.3.1,2025.3.1,2:05:09,2.8,77.1,4.93,73.17,0,0.02,,,,,,,,,,,0,0
1,무,2025.3.1,2025.3.1,2:10:07,2.6,76.9,4.87,73.31,0,0.05,,,,,,,,,,,0,0
1,무,2025.3.1,2025.3.1,2:15:05,2.6,76.5,4.81,73.41,0,0.07,,,,,,,,,,,0,0
1,무,2025.3.1,2025.3.1,2:20:04,2.5,76.7,4.76,73.49,0,0.1,,,,,,,,,,,0,0
1,무,2025.3.1,2025.3.1,2:25:02,2.3,76.8,4.71,73.55,0,0.12,,,,,,,,,,,0,0
1,무,2025.3.1,2025.3.1,2:30:00,2.4,77.3,4.67,73.6,0,0.15,,,,,,,,,,,0,0
1,무,2025.3.1,2025.3.1,2:35:09,2.3,77.4,4.63,73.65,0,0.17,,,,,,,,,,,0,0
1,무,2025.3.1,2025.3.1,2:40:07,2.3,77.3,4.59,73.69,0,0.2,,,,,,,,,,,0,0
1,무,2025.3.1,2025.3.1,2:45:05,2.3,77.4,4.54,73.74,0,0.22,,,,,,,,,,,0,0
1,무,2025.3.1,2025.3.1,2:50:04,2.4,77.6,4.5,73.8,0,0.25,,,,,,,,,,,0,0
1,무,2025.3.1,2025.3.1,2:55:02,2.3,77.5,4.45,73.89,0,0.27,,,,,,,,,,,0,0
1,무,2025.3.1,2025.3.1,3:00:00,2.3,77.3,4.4,74,0,0.3,,,,,,,,,,,0,0
1,무,2025.3.1,2025.3.1,3:05:09,2.3,77.1,4.34,74.14,0,0.32,,,,,,,,,,,0,0
1,무,2025.3.1,2025.3.1,3:10:08,2.3,77.1,4.28,74.32,35,0.35,,,,,,,,,,,0,0
1,무,2025.3.1,2025.3.1,3:15:06,2.2,77.4,4.21,74.52,34,0.37,,,,,,,,,,,0,0
1,무,2025.3.1,2025.3.1,3:20:04,2.2,78,4.14,74.74,34,0.4,,,,,,,,,,,0,0
1,무,2025.3.1,2025.3.1,3:25:02,2.2,77.7,4.07,74.99,33,0.42,,,,,,,,,,,0,0
1,무,2025.3.1,2025.3.1,3:30:01,2.2,77.6,4,75.25,32,0.45,,,,,,,,,,,0,0
1,무,2025.3.1,2025.3.1,3:35:10,2.2,77.2,3.92,75.52,32,0.47,,,,,,,,,,,0,0
1,무,2025.3.1,2025.3.1,3:40:08,2.1,76.9,3.85,75.81,31,0.5,,,,,,,,,,,0,0
1,무,2025.3.1,2025.3.1,3:45:06,2,76.6,3.78,76.11,31,0.52,,,,,,,,,,,0,0
1,무,2025.3.1,2025.3.1,3:50:05,1.9,77,3.72,76.4,30,0.55,,,,,,,,,,,0,0
1,무,2025.3.1,2025.3.1,3:55:03,1.9,77.1,3.66,76.7,29,0.58,,,,,,,,,,,0,0
1,무,2025.3.1,2025.3.1,4:00:01,1.8,77,3.6,77,29,0.6,,,,,,,,,,,0,0
1,무,2025.3.1,2025.3.1,4:05:00,1.8,77,3.55,77.29,29,0.62,,,,,,,,,,,0,0
1,무,2025.3.1,2025.3.1,4:10:09,1.7,77.5,3.51,77.57,30,0.62,,,,,,,,,,,0,0
1,무,2025.3.1,2025.3.1,4:15:07,1.7,77.8,3.47,77.84,31,0.61,,,,,,,,,,,0,0
1,무,2025.3.1,2025.3.1,4:20:05,1.8,77.8,3.44,78.09,31,0.59,,,,,,,,,,,0,0
1,무,2025.3.1,2025.3.1,4:25:04,1.8,77.5,3.41,78.32,32,0.56,,,,,,,,,,,0,0
1,무,2025.3.1,2025.3.1,4:30:02,1.8,77.5,3.4,78.53,32,0.53,,,,,,,,,,,0,0
1,무,2025.3.1,2025.3.1,4:35:11,1.8,77.7,3.38,78.7,33,0.5,,,,,,,,,,,0,0
1,무,2025.3.1,2025.3.1,4:40:09,1.8,77.4,3.38,78.84,34,0.47,,,,,,,,,,,0,0
1,무,2025.3.1,2025.3.1,4:45:07,1.8,77.3,3.37,78.95,34,0.44,,,,,,,,,,,0,0
1,무,2025.3.1,2025.3.1,4:50:06,1.7,77.1,3.38,79.01,35,0.42,,,,,,,,,,,0,0
1,무,2025.3.1,2025.3.1,4:55:04,1.7,77.2,3.39,79.03,0,0.4,,,,,,,,,,,0,0
1,무,2025.3.1,2025.3.1,5:00:02,1.7,77.4,3.4,79,0,0.4,,,,,,,,,,,0,0
1,무,2025.3.1,2025.3.1,5:05:00,1.6,77.6,3.42,78.92,0,0.41,,,,,,,,,,,0,0
1,무,2025.3.1,2025.3.1,5:10:09,1.6,77.7,3.44,78.79,1,0.45,,,,,,,,,,,0,0
1,무,2025.3.1,2025.3.1,5:15:08,1.7,77.9,3.47,78.63,1,0.5,,,,,,,,,,,0,0
1,무,2025.3.1,2025.3.1,5:20:06,1.7,78,3.5,78.44,2,0.56,,,,,,,,,,,0,0
1,무,2025.3.1,2025.3.1,5:25:04,1.8,78.4,3.53,78.23,2,0.63,,,,,,,,,,,0,0
1,무,2025.3.1,2025.3.1,5:30:03,1.9,78.4,3.56,78.01,2,0.7,,,,,,,,,,,0,0
1,무,2025.3.1,2025.3.1,5:35:01,1.9,78,3.59,77.8,3,0.77,,,,,,,,,,,0,0
1,무,2025.3.1,2025.3.1,5:40:10,1.9,77.6,3.62,77.59,3,0.84,,,,,,,,,,,0,0
1,무,2025.3.1,2025.3.1,5:45:08,1.8,77.6,3.64,77.39,4,0.9,,,,,,,,,,,0,0
1,무,2025.3.1,2025.3.1,5:50:06,1.8,77.8,3.67,77.23,4,0.95,,,,,,,,,,,0,0
1,무,2025.3.1,2025.3.1,5:55:05,1.8,77.7,3.69,77.09,5,0.99,,,,,,,,,,,0,0
1,무,2025.3.1,2025.3.1,6:00:00,1.7,77.7,3.7,77,5,1,,,,,,,,,,,0,0
1,무,2025.3.1,2025.3.1,6:05:01,1.6,77.6,3.71,76.96,5,0.99,,,,,,,,,,,0,0
1,무,2025.3.1,2025.3.1,6:10:10,1.6,77.7,3.71,76.96,4,0.96,,,,,,,,,,,0,0
1,무,2025.3.1,2025.3.1,6:15:08,1.6,78,3.71,77,4,0.91,,,,,,,,,,,0,0
1,무,2025.3.1,2025.3.1,6:20:07,1.5,78,3.7,77.07,3,0.85,,,,,,,,,,,0,0
1,무,2025.3.1,2025.3.1,6:25:05,1.5,77.9,3.68,77.17,3,0.78,,,,,,,,,,,0,0
1,무,2025.3.1,2025.3.1,6:30:03,1.5,78.2,3.66,77.29,2,0.7,,,,,,,,,,,0,0
1,무,2025.3.1,2025.3.1,6:35:02,1.6,78.3,3.63,77.42,2,0.63,,,,,,,,,,,0,0
1,무,2025.3.1,2025.3.1,6:40:00,1.7,78.2,3.6,77.55,2,0.56,,,,,,,,,,,0,0
1,무,2025.3.1,2025.3.1,6:45:09,1.7,78.1,3.56,77.68,1,0.5,,,,,,,,,,,0,0
1,무,2025.3.1,2025.3.1,6:50:07,1.7,78.1,3.51,77.8,1,0.45,,,,,,,,,,,0,0
1,무,2025.3.1,2025.3.1,6:55:05,1.6,77.9,3.46,77.91,0,0.41,,,,,,,,,,,0,0
1,무,2025.3.1,2025.3.1,7:00:04,1.7,78,3.4,78,0,0.4,,,,,,,,,,,0,0
1,무,2025.3.1,2025.3.1,7:05:02,1.6,78.1,3.33,78.06,0,0.4,,,,,,,,,,,0,0
1,무,2025.3.1,2025.3.1,7:10:00,1.7,77.9,3.27,78.09,0,0.41,,,,,,,,,,,0,0
1,무,2025.3.1,2025.3.1,7:15:09,1.7,77.3,3.19,78.1,0,0.42,,,,,,,,,,,0,0
1,무,2025.3.1,2025.3.1,7:20:08,1.8,77.3,3.13,78.08,35,0.43,,,,,,,,,,,0,0
1,무,2025.3.1,2025.3.1,7:25:06,1.9,77,3.06,78.03,35,0.45,,,,,,,,,,,0,0
1,무,2025.3.1,2025.3.1,7:30:04,2.1,77,3.01,77.96,35,0.47,,,,,,,,,,,0,0
1,무,2025.3.1,2025.3.1,7:35:02,2.3,76.5,2.96,77.86,35,0.5,,,,,,,,,,,0,0
1,무,2025.3.1,2025.3.1,7:40:01,2.7,76.6,2.93,77.74,35,0.53,,,,,,,,,,,0,0
1,무,2025.3.1,2025.3.1,7:45:10,3.1,76.3,2.92,77.59,34,0.57,,,,,,,,,,,0,0
1,무,2025.3.1,2025.3.1,7:50:08,3.4,75.8,2.92,77.42,34,0.61,,,,,,,,,,,0,0
1,무,2025.3.1,2025.3.1,7:55:06,3.8,75.2,2.95,77.22,34,0.65,,,,,,,,,,,0,0
1,무,2025.3.1,2025.3.1,8:00:05,4.1,75.2,3,77,34,0.7,,,,,,,,,,0,0,0
1,무,2025.3.1,2025.3.1,8:05:03,4.4,74.4,3.08,76.76,34,0.76,,,,,,,,,,0.1,0,0
1,무,2025.3.1,2025.3.1,8:10:01,5,74.1,3.18,76.49,35,0.82,,,,,,,,,0.14,0.2,0,0
1,무,2025.3.1,2025.3.1,8:15:00,5.7,72.9,3.31,76.19,0,0.9,,,,,,,,,0.18,0.29,0,0
1,무,2025.3.1,2025.3.1,8:20:08,6.5,71.2,3.45,75.87,0,0.98,,,,,,,,,0.22,0.38,0,0
1,무,2025.3.1,2025.3.1,8:25:07,7.3,69.4,3.61,75.51,1,1.06,,,,,,,,,0.27,0.46,0,0
1,무,2025.3.1,2025.3.1,8:30:05,8,68.1,3.78,75.13,2,1.14,,,,,,,,,0.31,0.54,0,0
1,무,2025.3.1,2025.3.1,8:35:03,8.8,66.4,3.96,74.7,2,1.23,,,,,,,,,0.35,0.6,0,0
1,무,2025.3.1,2025.3.1,8:40:02,10,65.1,4.15,74.24,3,1.31,,,,,,,,,0.4,0.65,0,0
1,무,2025.3.1,2025.3.1,8:45:00,11.1,65.3,4.34,73.74,3,1.39,,,,,,,,,0.44,0.69,0,0
1,무,2025.3.1,2025.3.1,8:50:09,12,62.8,4.53,73.21,4,1.47,,,,,,,,,0.48,0.71,0,0
1,무,2025.3.1,2025.3.1,8:55:07,12.8,63,4.72,72.63,5,1.54,,,,,,,,,0.53,0.71,0,0
1,무,2025.3.1,2025.3.1,9:00:05,13.5,61.4,4.9,72,5,1.6,,,,,,,,,0.57,0.7,0,0
1,무,2025.3.1,2025.3.1,9:05:03,14.1,59.7,5.07,71.33,5,1.65,,,,,,,,,0.62,0.68,0,0
1,무,2025.3.1,2025.3.1,9:10:02,15.2,59.3,5.24,70.63,5,1.69,,,,,,,,,0.67,0.65,0,0
1,무,2025.3.1,2025.3.1,9:15:00,15.7,59.9,5.4,69.9,5,1.73,,,,,,,,,0.73,0.62,0,0
1,무,2025.3.1,2025.3.1,9:20:09,16.6,59.4,5.55,69.15,5,1.75,,,,,,,,,0.79,0.6,0,0
1,무,2025.3.1,2025.3.1,9:25:07,17.1,58.9,5.7,68.4,5,1.77,,,,,,,,,0.86,0.58,0,0
1,무,2025.3.1,2025.3.1,9:30:06,17.8,58,5.84,67.67,5,1.78,,,,,,,,,0.92,0.55,0,0
1,무,2025.3.1,2025.3.1,9:35:04,18.5,56,5.97,66.94,5,1.78,,,,,,,,,0.99,0.52,0,0
1,무,2025.3.1,2025.3.1,9:40:02,19.7,54.5,6.1,66.25,5,1.78,,,,,,,,,1.05,0.5,0,0
1,무,2025.3.1,2025.3.1,9:45:00,20.7,52.2,6.23,65.6,5,1.77,,,,,,,,,1.1,0.48,0,0
1,무,2025.3.1,2025.3.1,9:50:10,21.2,51.9,6.36,65,5,1.75,,,,,,,,,1.15,0.45,0,0
1,무,2025.3.1,2025.3.1,9:55:08,21.7,52.2,6.48,64.47,5,1.73,,,,,,,,,1.19,0.43,0,0
1,무,2025.3.1,2025.3.1,10:00:06,22,52,6.6,64,5,1.7,,,,,,,,,1.22,0.4,0,0
1,무,2025.3.1,2025.3.1,10:05:05,22.5,50.9,6.72,63.61,5,1.64,,,,,,,,,1.23,0.38,0,0
1,무,2025.3.1,2025.3.1,10:10:03,22.7,50.6,6.84,63.3,4,1.55,,,,,,,,,1.22,0.35,0,0
1,무,2025.3.1,2025.3.1,10:15:01,22.1,51.5,6.96,63.05,4,1.43,,,,,,,,,1.19,0.32,0,0
1,무,2025.3.1,2025.3.1,10:20:10,21.3,52.2,7.08,62.86,3,1.28,,,,,,,,,1.14,0.3,0.01,0
1,무,2025.3.1,2025.3.1,10:25:08,20.3,55,7.19,62.71,3,1.12,,,,,,,,,1.08,0.27,0.01,0
1,무,2025.3.1,2025.3.1,10:30:07,19.4,57.6,7.3,62.59,2,0.95,,,,,,,,,1.01,0.25,0.01,0
1,무,2025.3.1,2025.3.1,10:35:05,18.6,59.6,7.41,62.49,2,0.79,,,,,,,,,0.94,0.22,0.01,0
1,무,2025.3.1,2025.3.1,10:40:03,17.9,61.3,7.52,62.41,2,0.63,,,,,,,,,0.87,0.2,0.02,0
1,무,2025.3.1,2025.3.1,10:45:01,17.3,62.8,7.62,62.33,1,0.5,,,,,,,,,0.81,0.17,0.02,0
1,무,2025.3.1,2025.3.1,10:50:00,16.9,63.9,7.72,62.24,1,0.39,,,,,,,,,0.75,0.15,0.03,0
1,무,2025.3.1,2025.3.1,10:55:08,16.5,63.7,7.81,62.13,0,0.33,,,,,,,,,0.71,0.12,0.03,0
1,무,2025.3.1,2025.3.1,11:00:07,16.1,64.5,7.9,62,0,0.3,,,,,,,,,0.68,0.1,0.04,0
1,무,2025.3.1,2025.3.1,11:05:05,16,64.7,7.98,61.83,35,0.31,,,,,,,,,0.66,0.08,0.04,0
1,무,2025.3.1,2025.3.1,11:10:03,16.2,64.6,8.06,61.63,35,0.32,,,,,,,,,0.64,0.06,0.05,0
1,무,2025.3.1,2025.3.1,11:15:01,16.5,62.9,8.14,61.42,34,0.35,,,,,,,,,0.63,0.04,0.05,0
1,무,2025.3.1,2025.3.1,11:20:00,17,61.6,8.2,61.19,33,0.38,,,,,,,,,0.61,0.03,0.06,0
1,무,2025.3.1,2025.3.1,11:25:09,17.6,59.9,8.27,60.96,32,0.41,,,,,,,,,0.59,0.02,0.06,0
1,무,2025.3.1,2025.3.1,11:30:07,18,58.2,8.33,60.73,30,0.45,,,,,,,,,0.57,0.01,0.07,0
1,무,2025.3.1,2025.3.1,11:35:05,18.5,57.9,8.38,60.52,29,0.48,,,,,,,,,0.56,0.01,0.08,0
1,무,2025.3.1,2025.3.1,11:40:04,19.1,56.4,8.44,60.33,28,0.52,,,,,,,,,0.54,0,0.08,0
1,무,2025.3.1,2025.3.1,11:45:02,19.3,56.4,8.48,60.18,27,0.55,,,,,,,,,0.53,0,0.09,0
1,무,2025.3.1,2025.3.1,11:50:00,19.4,56.4,8.53,60.07,26,0.57,,,,,,,,,0.52,0,0.09,0
1,무,2025.3.1,2025.3.1,11:55:09,19.5,56.7,8.56,60,26,0.59,,,,,,,,,0.51,0,0.1,0
1,무,2025.3.1,2025.3.1,12:00:07,19.4,57.1,8.6,60,25,0.6,,,,,,,,,0.5,0,0.1,0
1,무,2025.3.1,2025.3.1,12:05:06,19.3,57.9,8.63,60.06,25,0.6,,,,,,,,,0.49,0,0.1,0
1,무,2025.3.1,2025.3.1,12:10:04,19.2,58.1,8.66,60.19,25,0.61,,,,,,,,,0.49,0,0.11,0
1,무,2025.3.1,2025.3.1,12:15:02,19.2,58.8,8.68,60.37,25,0.61,,,,,,,,,0.49,0,0.11,0
1,무,2025.3.1,2025.3.1,12:20:01,18.9,59.5,8.7,60.61,26,0.61,,,,,,,,,0.48,0,0.12,0
1,무,2025.3.1,2025.3.1,12:25:10,18.6,60.3,8.72,60.9,26,0.62,,,,,,,,,0.48,0,0.12,0
1,무,2025.3.1,2025.3.1,12:30:18,18.1,61.4,8.73,61.24,26,0.62,,,,,,,,,0.48,0,0.12,0
1,무,2025.3.1,2025.3.1,12:35:06,17.9,61.9,8.74,61.62,26,0.62,,,,,,,,,0.48,0,0.13,0
1,무,2025.3.1,2025.3.1,12:40:04,17.8,62.3,8.74,62.04,26,0.62,,,,,,,,,0.47,0,0.13,0
1,무,2025.3.1,2025.3.1,12:45:03,17.7,62.3,8.74,62.49,27,0.62,,,,,,,,,0.47,0,0.14,0
1,무,2025.3.1,2025.3.1,12:50:01,17.5,62.2,8.73,62.97,27,0.61,,,,,,,,,0.47,0,0.14,0
1,무,2025.3.1,2025.3.1,12:55:10,17.6,62.5,8.72,63.47,27,0.61,,,,,,,,,0.46,0,0.14,0
1,무,2025.3.1,2025.3.1,13:00:08,17.3,63,8.7,64,27,0.6,,,,,,,,,0.45,0,0.15,0
1,무,2025.3.1,2025.3.1,13:05:06,17.2,63.4,8.68,64.54,28,0.59,,,,,,,,,0.44,0,0.16,0
1,무,2025.3.1,2025.3.1,13:10:05,17.3,62.8,8.65,65.1,28,0.57,,,,,,,,,0.43,0,0.16,0
1,무,2025.3.1,2025.3.1,13:15:03,17.1,63.4,8.62,65.67,29,0.54,,,,,,,,,0.41,0,0.17,0
1,무,2025.3.1,2025.3.1,13:20:01,17,63.6,8.58,66.26,30,0.52,,,,,,,,,0.39,0,0.18,0
1,무,2025.3.1,2025.3.1,13:25:10,17.1,64,8.54,66.84,31,0.49,,,,,,,,,0.37,0,0.19,0
1,무,2025.3.1,2025.3.1,13:30:08,17,64.1,8.5,67.44,32,0.45,,,,,,,,,0.36,0,0.2,0
1,무,2025.3.1,2025.3.1,13:35:06,16.8,64.3,8.47,68.04,32,0.42,,,,,,,,,0.34,0,0.21,0
1,무,2025.3.1,2025.3.1,13:40:05,16.6,65,8.43,68.64,33,0.39,,,,,,,,,0.32,0,0.22,0
1,무,2025.3.1,2025.3.1,13:45:03,16.3,65.7,8.39,69.24,34,0.36,,,,,,,,,0.3,0,0.23,0
1,무,2025.3.1,2025.3.1,13:50:01,15.9,66.5,8.36,69.83,35,0.33,,,,,,,,,0.29,0,0.24,0
1,무,2025.3.1,2025.3.1,13:55:00,15.6,66.9,8.33,70.42,35,0.31,,,,,,,,,0.27,0,0.24,0
1,무,2025.3.1,2025.3.1,14:00:09,15.5,67.4,8.3,71,0,0.3,,,,,,,,,0.26,0,0.25,0
1,무,2025.3.1,2025.3.1,14:05:07,15.4,66.9,8.28,71.57,0,0.3,,,,,,,,,0.25,0,0.26,0
1,무,2025.3.1,2025.3.1,14:10:05,15.4,67.1,8.26,72.13,0,0.31,,,,,,,,,0.24,0,0.26,0
1,무,2025.3.1,2025.3.1,14:15:04,15.4,67.3,8.25,72.68,1,0.33,,,,,,,,,0.23,0,0.27,0
1,무,2025.3.1,2025.3.1,14:20:02,15.3,67.7,8.24,73.22,2,0.36,,,,,,,,,0.23,0,0.27,0
1,무,2025.3.1,2025.3.1,14:25:00,15.3,67.9,8.24,73.74,4,0.4,,,,,,,,,0.22,0,0.28,0
1,무,2025.3.1,2025.3.1,14:30:09,15.1,68.1,8.24,74.25,8,0.44,,,,,,,,,0.22,0,0.28,0
1,무,2025.3.1,2025.3.1,14:35:08,15,68.3,8.24,74.75,12,0.48,,,,,,,,,0.21,0,0.29,0
1,무,2025.3.1,2025.3.1,14:40:06,14.9,68.9,8.25,75.23,14,0.52,,,,,,,,,0.21,0,0.29,0
1,무,2025.3.1,2025.3.1,14:45:04,14.9,69.2,8.26,75.7,15,0.55,,,,,,,,,0.21,0,0.3,0
1,무,2025.3.1,2025.3.1,14:50:02,14.8,69.1,8.27,76.15,16,0.58,,,,,,,,,0.21,0,0.3,0
1,무,2025.3.1,2025.3.1,14:55:01,14.7,69.5,8.28,76.58,16,0.6,,,,,,,,,0.21,0,0.3,0
1,무,2025.3.1,2025.3.1,15:00:10,14.8,69.3,8.3,77,16,0.6,,,,,,,,,0.21,0,0.3,0
1,무,2025.3.1,2025.3.1,15:05:08,15.1,68.2,8.32,77.4,16,0.59,,,,,,,,,0.21,0,0.3,0
1,무,2025.3.1,2025.3.1,15:10:06,15.2,67.9,8.34,77.78,16,0.56,,,,,,,,,0.22,0,0.3,0
1,무,2025.3.1,2025.3.1,15:15:04,15.3,67.7,8.36,78.15,15,0.53,,,,,,,,,0.23,0,0.29,0
1,무,2025.3.1,2025.3.1,15:20:03,15.4,67.3,8.39,78.5,14,0.48,,,,,,,,,0.24,0,0.29,0
1,무,2025.3.1,2025.3.1,15:25:01,15.7,67,8.41,78.85,12,0.44,,,,,,,,,0.26,0,0.29,0
1,무,2025.3.1,2025.3.1,15:30:10,15.7,66.8,8.44,79.18,8,0.39,,,,,,,,,0.27,0,0.28,0
1,무,2025.3.1,2025.3.1,15:35:08,15.8,66.5,8.47,79.5,4,0.34,,,,,,,,,0.29,0,0.28,0
1,무,2025.3.1,2025.3.1,15:40:07,15.9,66.4,8.49,79.81,2,0.29,,,,,,,,,0.3,0,0.27,0
1,무,2025.3.1,2025.3.1,15:45:05,15.9,66.5,8.52,80.11,1,0.25,,,,,,,,,0.31,0,0.26,0
1,무,2025.3.1,2025.3.1,15:50:03,15.8,67,8.55,80.41,0,0.22,,,,,,,,,0.32,0,0.26,0
1,무,2025.3.1,2025.3.1,15:55:01,15.7,67.3,8.57,80.71,0,0.2,,,,,,,,,0.32,0,0.25,0
1,무,2025.3.1,2025.3.1,16:00:00,15.7,67.5,8.6,81,0,0.2,,,,,,,,,0.32,0,0.25,0
1,무,2025.3.1,2025.3.1,16:05:09,15.6,67.7,8.63,81.29,0,0.21,,,,,,,,,0.32,0,0.25,0
1,무,2025.3.1,2025.3.1,16:10:07,15.3,68.3,8.65,81.58,0,0.21,,,,,,,,,0.31,0,0.24,0
1,무,2025.3.1,2025.3.1,16:15:05,15.1,68.9,8.67,81.86,0,0.22,,,,,,,,,0.3,0,0.24,0
1,무,2025.3.1,2025.3.1,16:20:04,15,69,8.7,82.14,0,0.24,,,,,,,,,0.29,0,0.23,0
1,무,2025.3.1,2025.3.1,16:25:02,15,69.4,8.72,82.41,0,0.25,,,,,,,,,0.29,0,0.22,0
1,무,2025.3.1,2025.3.1,16:30:00,15,69.3,8.74,82.67,0,0.27,,,,,,,,,0.27,0,0.22,0
1,무,2025.3.1,2025.3.1,16:35:09,15.1,69.2,8.75,82.92,0,0.28,,,,,,,,,0.26,0,0.21,0
1,무,2025.3.1,2025.3.1,16:40:08,14.9,69.5,8.77,83.16,0,0.3,,,,,,,,,0.25,0,0.21,0
1,무,2025.3.1,2025.3.1,16:45:06,14.8,70.2,8.78,83.39,0,0.32,,,,,,,,,0.24,0,0.21,0
1,무,2025.3.1,2025.3.1,16:50:04,14.6,70.7,8.79,83.61,0,0.35,,,,,,,,,0.23,0,0.2,0
1,무,2025.3.1,2025.3.1,16:55:02,14.5,71,8.8,83.81,0,0.37,,,,,,,,,0.21,0,0.2,0
1,무,2025.3.1,2025.3.1,17:00:01,14.3,71.2,8.8,84,0,0.4,,,,,,,,,0.2,0,0.2,0
1,무,2025.3.1,2025.3.1,17:05:10,13.9,72.2,8.8,84.17,0,0.43,,,,,,,,,0.18,0,0.21,0
1,무,2025.3.1,2025.3.1,17:10:08,13.7,72.7,8.8,84.33,35,0.46,,,,,,,,,0.17,0,0.22,0
1,무,2025.3.1,2025.3.1,17:15:06,13.5,73.4,8.79,84.47,34,0.5,,,,,,,,,0.15,0,0.25,0
1,무,2025.3.1,2025.3.1,17:20:05,13.2,73.9,8.78,84.62,34,0.53,,,,,,,,,0.12,0,0.28,0
1,무,2025.3.1,2025.3.1,17:25:03,12.9,74.5,8.77,84.75,33,0.57,,,,,,,,,0.1,0,0.32,0
1,무,2025.3.1,2025.3.1,17:30:01,12.7,75.3,8.76,84.9,32,0.61,,,,,,,,,0.08,0,0.36,0
1,무,2025.3.1,2025.3.1,17:35:00,12.5,75,8.74,85.04,32,0.65,,,,,,,,,0.06,0,0.4,0
1,무,2025.3.1,2025.3.1,17:40:08,12.4,75.6,8.72,85.2,31,0.68,,,,,,,,,0.04,0,0.44,0
1,무,2025.3.1,2025.3.1,17:45:07,12.3,75.9,8.69,85.37,31,0.72,,,,,,,,,0.02,0,0.47,0
1,무,2025.3.1,2025.3.1,17:50:05,12.2,76.5,8.67,85.56,30,0.75,,,,,,,,,0.01,0,0.51,0
1,무,2025.3.1,2025.3.1,17:55:03,11.9,76.7,8.63,85.77,29,0.78,,,,,,,,,0,0,0.53,0
1,무,2025.3.1,2025.3.1,18:00:01,11.7,77.2,8.6,86,29,0.8,,,,,,,,,0,0,0.55,0
1,무,2025.3.1,2025.3.1,18:05:00,11.7,77.1,8.56,86.26,29,0.82,,,,,,,,,0,0,0.56,0
1,무,2025.3.1,2025.3.1,18:10:09,11.6,77.7,8.52,86.54,29,0.83,,,,,,,,,0,0,0.58,0
